,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry
2,VIX231115C00011000,2023-10-27 17:47:15+00:00,11.0,10.0,9.9,10.15,0.25,2.5641026,111.0,858.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
3,VIX231115C00011500,2023-10-24 14:05:43+00:00,11.5,8.05,9.4,9.65,0.0,0.0,1.0,1929.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
4,VIX231115C00012000,2023-10-27 19:29:45+00:00,12.0,8.85,8.9,9.2,-0.14999962,-1.6666625,20.0,1070.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
5,VIX231115C00012500,2023-10-20 14:29:24+00:00,12.5,8.45,8.45,8.7,0.0,0.0,2.0,31.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
6,VIX231115C00013000,2023-10-27 19:47:13+00:00,13.0,8.23,7.95,8.2,0.32999945,4.1772084,24.0,2291.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
7,VIX231115C00013500,2023-10-25 17:41:11+00:00,13.5,7.14,7.45,7.7,0.0,0.0,5.0,223.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
8,VIX231115C00014000,2023-10-27 19:44:06+00:00,14.0,7.25,6.95,7.2,0.73,11.196319,16.0,7802.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
9,VIX231115C00014500,2023-10-27 16:57:21+00:00,14.5,6.0,6.45,6.7,0.0,0.0,14.0,451.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
10,VIX231115C00015000,2023-10-27 18:39:34+00:00,15.0,6.08,5.95,6.2,0.42999983,7.610616,2570.0,2958.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
11,VIX231115C00016000,2023-10-27 19:35:39+00:00,16.0,5.2,5.0,5.25,0.5899997,12.798257,59.0,60500.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
12,VIX231115C00017000,2023-10-27 19:57:56+00:00,17.0,4.37,4.15,4.35,0.64999986,17.473116,149.0,172686.0,0.6679720703125002,True,REGULAR,USD,2023-11-15
13,VIX231115C00018000,2023-10-16 02:45:11+00:00,18.0,2.75,2.58,2.68,-0.3499999,-11.29032,73.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
14,VIX231115C00019000,2023-10-27 20:03:37+00:00,19.0,2.92,2.79,2.95,0.34000015,13.178301,3881.0,185412.0,0.82226740234375,True,REGULAR,USD,2023-11-15
15,VIX231115C00020000,2023-10-27 20:13:26+00:00,20.0,2.39,2.27,2.41,0.2800002,13.270153,22460.0,147037.0,0.8916026464843749,True,REGULAR,USD,2023-11-15
16,VIX231115C00021000,2023-10-27 20:11:15+00:00,21.0,1.98,1.87,2.0,0.25,14.450868,15896.0,97820.0,0.9609378906249999,True,REGULAR,USD,2023-11-15
17,VIX231115C00022000,2023-10-27 20:12:37+00:00,22.0,1.68,1.55,1.67,0.18999994,12.751673,9903.0,101793.0,1.021489267578125,False,REGULAR,USD,2023-11-15
18,VIX231115C00023000,2023-10-27 20:13:26+00:00,23.0,1.44,1.3,1.42,0.18000007,14.285719,12676.0,96047.0,1.0810592822265626,False,REGULAR,USD,2023-11-15
19,VIX231115C00024000,2023-10-27 20:13:55+00:00,24.0,1.2,1.1,1.21,0.1500001,14.285724,4119.0,95298.0,1.1328168359375002,False,REGULAR,USD,2023-11-15
20,VIX231115C00025000,2023-10-27 20:29:44+00:00,25.0,1.05,0.95,1.06,0.119999945,12.903219,52542.0,175688.0,1.1904337353515624,False,REGULAR,USD,2023-11-15
21,VIX231115C00026000,2023-10-27 20:00:41+00:00,26.0,0.89,0.82,0.93,0.07999998,9.876541,12404.0,42396.0,1.2402381738281247,False,REGULAR,USD,2023-11-15
22,VIX231115C00027000,2023-10-27 20:02:41+00:00,27.0,0.77,0.72,0.82,0.049999952,6.9444375,6376.0,59295.0,1.2871129394531249,False,REGULAR,USD,2023-11-15
23,VIX231115C00028000,2023-10-27 20:02:41+00:00,28.0,0.7,0.64,0.74,0.029999971,4.4776073,20027.0,88156.0,1.3378939355468746,False,REGULAR,USD,2023-11-15
24,VIX231115C00029000,2023-10-27 19:50:35+00:00,29.0,0.63,0.56,0.67,0.050000012,8.620692,2409.0,54160.0,1.3789093554687497,False,REGULAR,USD,2023-11-15
25,VIX231115C00030000,2023-10-27 20:02:41+00:00,30.0,0.57,0.51,0.61,0.01999998,3.6363602,26945.0,118686.0,1.4257841210937499,False,REGULAR,USD,2023-11-15
26,VIX231115C00031000,2023-10-27 19:57:03+00:00,31.0,0.55,0.46,0.56,0.04000002,7.843141,790.0,21879.0,1.46875265625,False,REGULAR,USD,2023-11-15
27,VIX231115C00032000,2023-10-27 20:01:11+00:00,32.0,0.48,0.42,0.51,0.03999999,9.090907,126.0,36668.0,1.5068384033203124,False,REGULAR,USD,2023-11-15
28,VIX231115C00033000,2023-10-27 19:54:32+00:00,33.0,0.45,0.38,0.46,0.060000002,15.384616,10.0,28153.0,1.537111689453125,False,REGULAR,USD,2023-11-15
29,VIX231115C00034000,2023-10-27 18:20:53+00:00,34.0,0.44,0.35,0.43,0.07999998,22.222216,3002.0,22428.0,1.5781271093749998,False,REGULAR,USD,2023-11-15
30,VIX231115C00035000,2023-10-27 20:02:02+00:00,35.0,0.39,0.32,0.4,0.0,0.0,20119.0,91180.0,1.611330068359375,False,REGULAR,USD,2023-11-15
31,VIX231115C00036000,2023-10-27 19:04:36+00:00,36.0,0.38,0.3,0.38,0.049999982,15.151509,2030.0,24196.0,1.650392373046875,False,REGULAR,USD,2023-11-15
32,VIX231115C00037000,2023-10-27 20:29:45+00:00,37.0,0.37,0.28,0.35,0.02000001,5.7142887,4727.0,15516.0,1.681642216796875,False,REGULAR,USD,2023-11-15
33,VIX231115C00038000,2023-10-27 16:35:07+00:00,38.0,0.24,0.26,0.33,-0.12000002,-33.333336,18.0,15260.0,1.712892060546875,False,REGULAR,USD,2023-11-15
34,VIX231115C00039000,2023-10-26 13:53:41+00:00,39.0,0.32,0.25,0.32,0.0,0.0,100.0,17150.0,1.75390748046875,False,REGULAR,USD,2023-11-15
35,VIX231115C00040000,2023-10-27 19:59:52+00:00,40.0,0.29,0.23,0.3,0.0,0.0,6745.0,122221.0,1.7792979785156249,False,REGULAR,USD,2023-11-15
36,VIX231115C00042500,2023-10-27 20:02:41+00:00,42.5,0.25,0.2,0.26,0.019999996,8.69565,19797.0,65670.0,1.8476570117187499,False,REGULAR,USD,2023-11-15
37,VIX231115C00045000,2023-10-27 20:02:41+00:00,45.0,0.22,0.17,0.24,0.019999996,9.999998,42151.0,155046.0,1.9179691601562503,False,REGULAR,USD,2023-11-15
38,VIX231115C00047500,2023-10-27 20:02:41+00:00,47.5,0.2,0.15,0.21,0.019999996,11.111108,30368.0,241670.0,1.97265638671875,False,REGULAR,USD,2023-11-15
39,VIX231115C00050000,2023-10-27 20:01:52+00:00,50.0,0.18,0.13,0.2,0.0,0.0,7538.0,89227.0,2.03906740234375,False,REGULAR,USD,2023-11-15
40,VIX231115C00055000,2023-10-26 15:12:33+00:00,55.0,0.13,0.1,0.16,0.0,0.0,263.0,35597.0,2.1250046874999997,False,REGULAR,USD,2023-11-15
41,VIX231115C00060000,2023-10-27 19:38:19+00:00,60.0,0.14,0.08,0.14,0.010000005,7.6923122,308.0,46130.0,2.2187544531249994,False,REGULAR,USD,2023-11-15
42,VIX231115C00065000,2023-10-27 18:46:34+00:00,65.0,0.1,0.06,0.13,0.0,0.0,6.0,31431.0,2.3046917382812495,False,REGULAR,USD,2023-11-15
43,VIX231115C00070000,2023-10-27 15:14:51+00:00,70.0,0.07,0.05,0.11,-0.020000003,-22.222225,6.0,56092.0,2.3671915820312495,False,REGULAR,USD,2023-11-15
44,VIX231115C00075000,2023-10-27 20:00:19+00:00,75.0,0.1,0.04,0.11,0.0,0.0,2090.0,45680.0,2.4531288671875,False,REGULAR,USD,2023-11-15
45,VIX231115C00080000,2023-10-27 19:38:19+00:00,80.0,0.07,0.03,0.1,0.0,0.0,12.0,43747.0,2.50781623046875,False,REGULAR,USD,2023-11-15
46,VIX231115C00085000,2023-10-27 18:56:06+00:00,85.0,0.05,0.03,0.09,-0.009999998,-16.666664,12.0,7905.0,2.5781285546875,False,REGULAR,USD,2023-11-15
47,VIX231115C00090000,2023-10-27 17:49:24+00:00,90.0,0.06,0.02,0.09,0.009999998,19.999996,10.0,5803.0,2.6328159179687503,False,REGULAR,USD,2023-11-15
48,VIX231115C00095000,2023-10-24 18:27:38+00:00,95.0,0.04,0.02,0.08,0.0,0.0,1694.0,36692.0,2.68750328125,False,REGULAR,USD,2023-11-15
49,VIX231115C00100000,2023-10-27 18:14:50+00:00,100.0,0.06,0.01,0.08,0.009999998,19.999996,5.0,7577.0,2.718753203125,False,REGULAR,USD,2023-11-15
50,VIX231115C00110000,2023-10-16 15:19:09+00:00,110.0,0.04,0.01,0.07,0.0,0.0,1.0,631.0,2.8281279296874997,False,REGULAR,USD,2023-11-15
51,VIX231115C00120000,2023-10-25 17:46:24+00:00,120.0,0.05,0.0,0.07,0.0,0.0,20.0,593.0,2.906252734375,False,REGULAR,USD,2023-11-15
52,VIX231115C00130000,2023-10-25 13:56:50+00:00,130.0,0.03,0.0,0.06,0.0,0.0,2.0,657.0,2.9687525781249997,False,REGULAR,USD,2023-11-15
53,VIX231115C00140000,2023-10-20 14:15:07+00:00,140.0,0.05,0.0,0.06,0.0,0.0,1.0,1231.0,3.06250234375,False,REGULAR,USD,2023-11-15
54,VIX231115C00150000,2023-10-26 17:05:12+00:00,150.0,0.03,0.0,0.06,0.0,0.0,24.0,10574.0,3.156252109375,False,REGULAR,USD,2023-11-15
55,VIX231115C00160000,2023-10-19 20:00:13+00:00,160.0,0.05,0.0,0.06,0.0,0.0,2000.0,2123.0,3.2500018749999997,False,REGULAR,USD,2023-11-15
56,VIX231115C00170000,2023-10-25 16:26:38+00:00,170.0,0.01,0.0,0.05,0.0,0.0,1.0,253.0,3.2656268359375,False,REGULAR,USD,2023-11-15
57,VIX231115C00180000,2023-10-26 17:41:29+00:00,180.0,0.02,0.0,0.05,0.0,0.0,1.0,12397.0,3.3437516406249994,False,REGULAR,USD,2023-11-15
0,VIX231115P00010000,2023-10-23 18:07:50+00:00,10.0,0.01,0.0,0.02,0.0,0.0,5.0,92.0,1.3750031249999999,False,REGULAR,USD,2023-11-15
1,VIX231115P00010500,2023-09-27 18:37:26+00:00,10.5,0.01,0.0,0.02,0.0,0.0,,1.0,1.3125034374999998,False,REGULAR,USD,2023-11-15
2,VIX231115P00011000,2023-10-19 13:35:38+00:00,11.0,0.02,0.0,0.02,0.0,0.0,1.0,260.0,1.21875390625,False,REGULAR,USD,2023-11-15
3,VIX231115P00011500,2023-10-25 13:50:53+00:00,11.5,0.01,0.0,0.02,0.0,0.0,1.0,41.0,1.140629296875,False,REGULAR,USD,2023-11-15
4,VIX231115P00012000,2023-10-19 18:44:02+00:00,12.0,0.02,0.0,0.03,0.0,0.0,2.0,622.0,1.125004375,False,REGULAR,USD,2023-11-15
5,VIX231115P00012500,2023-10-27 16:45:40+00:00,12.5,0.02,0.0,0.04,0.0,0.0,100.0,1864.0,1.09375453125,False,REGULAR,USD,2023-11-15
6,VIX231115P00013000,2023-10-27 16:02:54+00:00,13.0,0.02,0.0,0.04,0.0,0.0,15.0,158782.0,1.015629921875,False,REGULAR,USD,2023-11-15
7,VIX231115P00013500,2023-10-27 18:06:40+00:00,13.5,0.03,0.0,0.04,0.01,50.0,301.0,49354.0,0.9531254687499999,False,REGULAR,USD,2023-11-15
8,VIX231115P00014000,2023-10-27 19:56:06+00:00,14.0,0.03,0.0,0.04,0.0,0.0,2083.0,78045.0,0.8828136718749999,False,REGULAR,USD,2023-11-15
9,VIX231115P00014500,2023-10-27 19:44:05+00:00,14.5,0.03,0.0,0.05,-0.01,-25.0,3.0,30180.0,0.8437515624999999,False,REGULAR,USD,2023-11-15
10,VIX231115P00015000,2023-10-27 20:08:16+00:00,15.0,0.04,0.03,0.06,-0.02,-33.333336,17994.0,191824.0,0.85937640625,False,REGULAR,USD,2023-11-15
11,VIX231115P00016000,2023-10-27 20:08:16+00:00,16.0,0.09,0.06,0.12,-0.049999997,-35.714283,20552.0,190330.0,0.8320329296874999,False,REGULAR,USD,2023-11-15
12,VIX231115P00017000,2023-10-27 20:08:16+00:00,17.0,0.24,0.18,0.25,-0.09000002,-27.272732,63527.0,280252.0,0.86132951171875,False,REGULAR,USD,2023-11-15
13,VIX231115P00018000,2023-10-27 19:59:21+00:00,18.0,0.44,0.41,0.5,-0.19999999,-31.25,18491.0,175026.0,0.91211025390625,False,REGULAR,USD,2023-11-15
14,VIX231115P00019000,2023-10-27 20:06:17+00:00,19.0,0.81,0.76,0.86,-0.29000002,-26.363638,22760.0,214731.0,0.9619144433593749,False,REGULAR,USD,2023-11-15
15,VIX231115P00020000,2023-10-27 20:29:47+00:00,20.0,1.22,1.23,1.33,-0.37,-23.27044,14928.0,100123.0,1.01172369140625,False,REGULAR,USD,2023-11-15
16,VIX231115P00021000,2023-10-27 20:02:33+00:00,21.0,1.85,1.82,1.93,-0.43999994,-19.213972,15034.0,34421.0,1.0742233789062503,False,REGULAR,USD,2023-11-15
17,VIX231115P00022000,2023-10-27 19:43:15+00:00,22.0,2.49,2.49,2.61,-0.6199999,-19.935688,1412.0,7409.0,1.1328168359375002,True,REGULAR,USD,2023-11-15
18,VIX231115P00023000,2023-10-27 18:19:55+00:00,23.0,3.3,3.2,3.35,-0.5,-13.157895,49.0,2072.0,1.1806681591796875,True,REGULAR,USD,2023-11-15
19,VIX231115P00024000,2023-10-27 18:42:44+00:00,24.0,4.1,4.0,4.15,-0.4500003,-9.890116,32.0,10879.0,1.2392616162109373,True,REGULAR,USD,2023-11-15
20,VIX231115P00025000,2023-10-27 20:14:54+00:00,25.0,4.9,4.85,5.0,-0.5499997,-10.091739,108.0,27646.0,1.3017613037109372,True,REGULAR,USD,2023-11-15
21,VIX231115P00026000,2023-10-27 20:13:09+00:00,26.0,5.75,5.7,5.9,-0.5999999,-9.448817,29.0,1418.0,1.3603547607421875,True,REGULAR,USD,2023-11-15
22,VIX231115P00027000,2023-10-27 19:06:27+00:00,27.0,6.65,6.6,6.8,-0.1500001,-2.2058837,33.0,982.0,1.4179716601562502,True,REGULAR,USD,2023-11-15
23,VIX231115P00028000,2023-10-27 18:26:29+00:00,28.0,7.4,7.5,7.7,-0.7000003,-8.641978,5.0,2532.0,1.4628933105468749,True,REGULAR,USD,2023-11-15
24,VIX231115P00029000,2023-10-25 18:20:09+00:00,29.0,9.2,8.45,8.65,0.0,0.0,1.0,506.0,1.5292992285156248,True,REGULAR,USD,2023-11-15
25,VIX231115P00030000,2023-10-26 19:13:18+00:00,30.0,10.35,9.35,9.6,0.0,0.0,183.0,667.0,1.5693380908203123,True,REGULAR,USD,2023-11-15
26,VIX231115P00031000,2023-10-26 14:54:59+00:00,31.0,11.28,10.3,10.55,0.0,0.0,20.0,234.0,1.619142529296875,True,REGULAR,USD,2023-11-15
27,VIX231115P00032000,2023-10-20 13:30:04+00:00,32.0,12.13,11.25,11.5,0.0,0.0,1.0,202.0,1.6621110644531252,True,REGULAR,USD,2023-11-15
28,VIX231115P00033000,2023-09-27 18:15:10+00:00,33.0,14.16,12.3,12.5,0.0,0.0,1.0,48.0,1.7607433837890625,True,REGULAR,USD,2023-11-15
29,VIX231115P00034000,2023-10-25 18:52:04+00:00,34.0,13.65,13.2,13.4,0.0,0.0,5.0,54.0,1.75000125,True,REGULAR,USD,2023-11-15
30,VIX231115P00035000,2023-10-27 17:05:02+00:00,35.0,14.75,14.15,14.4,0.05000019,0.34013736,2.0,75.0,1.7968760156249999,True,REGULAR,USD,2023-11-15
31,VIX231115P00036000,2023-10-20 14:39:38+00:00,36.0,15.65,15.15,15.35,0.0,0.0,1.0,16.0,1.8398445507812498,True,REGULAR,USD,2023-11-15
32,VIX231115P00037000,2023-09-27 14:28:12+00:00,37.0,18.55,17.2,17.3,0.0,0.0,1.0,2.0,2.665042399902344,True,REGULAR,USD,2023-11-15
33,VIX231115P00038000,2023-10-19 18:35:49+00:00,38.0,18.25,17.05,17.3,0.0,0.0,1.0,87.0,1.88671931640625,True,REGULAR,USD,2023-11-15
34,VIX231115P00039000,2023-10-20 15:31:17+00:00,39.0,18.5,18.05,18.3,0.0,0.0,1.0,114.0,1.9453127734375002,True,REGULAR,USD,2023-11-15
35,VIX231115P00040000,2023-10-27 18:55:45+00:00,40.0,19.0,19.05,19.25,-0.5,-2.5641026,2.0,326.0,1.97265638671875,True,REGULAR,USD,2023-11-15
36,VIX231115P00042500,2023-10-18 15:11:52+00:00,42.5,23.34,21.5,21.75,0.0,0.0,2.0,4.0,2.0742235644531246,True,REGULAR,USD,2023-11-15
37,VIX231115P00045000,2023-10-25 17:01:48+00:00,45.0,24.95,23.95,24.2,24.95,,,34.0,2.128910927734375,True,REGULAR,USD,2023-11-15
38,VIX231115P00047500,2023-05-04 13:42:42+00:00,47.5,23.2,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
39,VIX231115P00050000,2023-10-27 17:05:02+00:00,50.0,29.52,28.9,29.15,0.3199997,1.0958893,1.0,100.0,2.2675824560546873,True,REGULAR,USD,2023-11-15
40,VIX231115P00055000,2023-10-19 19:27:08+00:00,55.0,34.68,33.85,34.1,0.0,0.0,,1.0,2.3671915820312495,True,REGULAR,USD,2023-11-15
41,VIX231115P00060000,2023-10-20 15:16:23+00:00,60.0,39.27,38.8,39.05,0.0,0.0,15.0,148.0,2.42969142578125,True,REGULAR,USD,2023-11-15
42,VIX231115P00065000,2023-08-28 06:20:34+00:00,65.0,46.15,48.05,48.25,0.0,0.0,66.0,91.0,5.751955935058594,True,REGULAR,USD,2023-11-15
43,VIX231115P00070000,2023-10-26 17:26:45+00:00,70.0,48.93,48.75,49.0,0.0,0.0,1.0,51.0,2.5781285546875,True,REGULAR,USD,2023-11-15
44,VIX231115P00075000,2023-10-20 16:21:00+00:00,75.0,54.39,53.75,54.0,0.0,0.0,30.0,110.0,2.691409521484375,True,REGULAR,USD,2023-11-15
45,VIX231115P00080000,2023-10-19 17:46:54+00:00,80.0,60.1,58.7,59.0,0.0,0.0,1.0,13.0,2.722659443359375,True,REGULAR,USD,2023-11-15
46,VIX231115P00100000,2023-10-26 16:16:27+00:00,100.0,78.82,78.65,78.9,0.0,0.0,48.0,96.0,2.7343781640625,True,REGULAR,USD,2023-11-15
47,VIX231115P00110000,2023-09-29 19:50:25+00:00,110.0,91.38,88.6,88.9,0.0,0.0,5.0,15.0,2.6406283984375003,True,REGULAR,USD,2023-11-15
48,VIX231115P00130000,2023-08-28 06:21:08+00:00,130.0,110.2,112.4,112.6,0.0,0.0,,266.0,6.845704567871094,True,REGULAR,USD,2023-11-15
49,VIX231115P00140000,2023-10-26 17:03:34+00:00,140.0,118.85,118.55,118.8,-1.2000046,-0.9995873,,72.0,3.3593766015624995,True,REGULAR,USD,2023-11-15
50,VIX231115P00150000,2023-10-19 17:22:47+00:00,150.0,130.25,128.5,128.75,0.0,0.0,17.0,148.0,3.0468773828125,True,REGULAR,USD,2023-11-15
51,VIX231115P00160000,2023-08-28 06:18:58+00:00,160.0,139.8,142.1,142.3,0.0,0.0,,146.0,7.060548049316407,True,REGULAR,USD,2023-11-15
52,VIX231115P00170000,2023-10-26 16:37:06+00:00,170.0,148.6,148.45,148.7,-1.0999908,-0.7347968,,593.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
53,VIX231115P00180000,2023-10-26 19:54:42+00:00,180.0,159.05,158.45,158.7,0.0,0.0,5.0,262.0,1.0000000000000003e-05,True,REGULAR,USD,2023-11-15
0,VIXW231122C00012000,2023-10-19 14:40:53+00:00,12.0,7.29,8.24,10.14,0.0,0.0,6.0,0.0,2.3144573388671867,True,REGULAR,USD,2023-11-22
1,VIXW231122C00014000,2023-10-24 19:50:47+00:00,14.0,5.21,6.21,8.21,5.21,,,80.0,1.8984380078125,True,REGULAR,USD,2023-11-22
2,VIXW231122C00015000,2023-10-27 15:36:00+00:00,15.0,5.25,5.19,7.29,-0.9299998,-15.048541,1.0,8.0,1.7402356738281248,True,REGULAR,USD,2023-11-22
3,VIXW231122C00016000,2023-10-25 20:13:04+00:00,16.0,4.5,4.22,6.44,0.0,0.0,21.0,57.0,0.648441015625,True,REGULAR,USD,2023-11-22
4,VIXW231122C00017000,2023-10-26 14:25:14+00:00,17.0,4.28,3.32,5.68,0.0,0.0,1.0,70.0,0.74414318359375,True,REGULAR,USD,2023-11-22
5,VIXW231122C00018000,2023-10-13 19:40:28+00:00,18.0,2.67,1.71,3.71,0.0,0.0,,0.0,0.76367423828125,True,REGULAR,USD,2023-11-22
6,VIXW231122C00019000,2023-10-26 16:04:10+00:00,19.0,3.0,1.89,4.43,0.0,0.0,5.0,435.0,0.85937640625,True,REGULAR,USD,2023-11-22
7,VIXW231122C00020000,2023-10-27 19:53:40+00:00,20.0,2.68,1.39,3.95,-0.119999886,-4.2857103,88.0,205.0,0.9169930175781251,True,REGULAR,USD,2023-11-22
8,VIXW231122C00021000,2023-10-27 19:40:55+00:00,21.0,2.16,0.99,3.55,0.06000018,2.8571515,53.0,217.0,0.9687503125,True,REGULAR,USD,2023-11-22
9,VIXW231122C00022000,2023-10-27 17:48:22+00:00,22.0,2.1,0.68,3.21,0.29999995,16.666664,4.0,148.0,1.017583037109375,False,REGULAR,USD,2023-11-22
10,VIXW231122C00023000,2023-10-27 19:44:46+00:00,23.0,1.77,0.43,2.92,0.34000003,23.776228,502.0,733.0,1.0610398510742187,False,REGULAR,USD,2023-11-22
11,VIXW231122C00024000,2023-10-27 19:30:32+00:00,24.0,1.47,0.24,2.69,-0.120000005,-7.5471697,43.0,141.0,1.107426337890625,False,REGULAR,USD,2023-11-22
12,VIXW231122C00025000,2023-10-27 18:37:17+00:00,25.0,1.25,0.0,0.0,0.13999999,12.612611,62.0,178.0,0.12500875,False,REGULAR,USD,2023-11-22
13,VIXW231122C00026000,2023-10-27 16:42:57+00:00,26.0,0.91,0.0,0.0,-0.20999998,-18.749998,13.0,188.0,0.2500075,False,REGULAR,USD,2023-11-22
14,VIXW231122C00027000,2023-10-25 16:48:37+00:00,27.0,0.92,0.0,0.0,0.0,0.0,3.0,50.0,0.2500075,False,REGULAR,USD,2023-11-22
15,VIXW231122C00028000,2023-10-26 16:05:13+00:00,28.0,0.9,0.0,0.0,0.0,0.0,23.0,49.0,0.2500075,False,REGULAR,USD,2023-11-22
16,VIXW231122C00029000,2023-10-26 15:01:59+00:00,29.0,0.71,0.0,0.0,0.0,0.0,18.0,356.0,0.2500075,False,REGULAR,USD,2023-11-22
17,VIXW231122C00030000,2023-10-27 20:14:41+00:00,30.0,0.86,0.0,0.0,0.09000003,11.688316,56.0,364.0,0.2500075,False,REGULAR,USD,2023-11-22
18,VIXW231122C00031000,2023-10-26 16:31:47+00:00,31.0,0.75,0.0,0.0,0.0,0.0,103.0,18.0,0.2500075,False,REGULAR,USD,2023-11-22
19,VIXW231122C00032000,2023-10-27 19:37:38+00:00,32.0,0.65,0.0,0.0,0.109999955,20.370361,1.0,118.0,0.500005,False,REGULAR,USD,2023-11-22
20,VIXW231122C00033000,2023-10-27 17:05:02+00:00,33.0,0.5,0.0,0.0,-0.01999998,-3.8461502,15.0,2.0,0.500005,False,REGULAR,USD,2023-11-22
21,VIXW231122C00034000,2023-10-27 19:36:06+00:00,34.0,0.52,0.0,0.0,-0.02000004,-3.7037113,16.0,9.0,0.500005,False,REGULAR,USD,2023-11-22
22,VIXW231122C00035000,2023-10-27 19:37:52+00:00,35.0,0.55,0.0,0.0,-0.01999998,-3.5087686,3.0,168.0,0.500005,False,REGULAR,USD,2023-11-22
23,VIXW231122C00036000,2023-10-27 16:33:48+00:00,36.0,0.41,0.0,0.0,-0.09,-18.0,5.0,200.0,0.500005,False,REGULAR,USD,2023-11-22
24,VIXW231122C00037000,2023-10-27 11:15:35+00:00,37.0,0.41,0.0,0.0,0.02000001,5.128208,10.0,158.0,0.500005,False,REGULAR,USD,2023-11-22
25,VIXW231122C00038000,2023-10-27 16:33:48+00:00,38.0,0.35,0.0,0.0,-0.030000001,-7.8947372,5.0,151.0,0.500005,False,REGULAR,USD,2023-11-22
26,VIXW231122C00039000,2023-10-20 19:42:24+00:00,39.0,0.78,0.0,0.0,0.0,0.0,25.0,25.0,0.500005,False,REGULAR,USD,2023-11-22
27,VIXW231122C00040000,2023-10-27 19:37:42+00:00,40.0,0.38,0.0,0.0,0.049999982,15.151509,41.0,244.0,0.500005,False,REGULAR,USD,2023-11-22
28,VIXW231122C00042500,2023-10-27 17:42:45+00:00,42.5,0.32,0.0,0.0,0.03999999,14.285712,20.0,166.0,0.500005,False,REGULAR,USD,2023-11-22
29,VIXW231122C00045000,2023-10-27 14:02:13+00:00,45.0,0.3,0.0,0.0,-0.060000002,-16.666668,9.0,53.0,0.500005,False,REGULAR,USD,2023-11-22
30,VIXW231122C00050000,2023-10-27 19:37:42+00:00,50.0,0.25,0.0,0.0,-0.00999999,-3.8461502,26.0,77.0,0.500005,False,REGULAR,USD,2023-11-22
31,VIXW231122C00055000,2023-10-25 17:55:09+00:00,55.0,0.21,0.0,0.0,0.0,0.0,50.0,230.0,0.500005,False,REGULAR,USD,2023-11-22
32,VIXW231122C00060000,2023-10-25 18:01:30+00:00,60.0,0.18,0.0,0.0,0.18,,,20.0,0.500005,False,REGULAR,USD,2023-11-22
33,VIXW231122C00065000,2023-10-25 18:07:51+00:00,65.0,0.19,0.0,0.0,0.0,0.0,10.0,57.0,0.500005,False,REGULAR,USD,2023-11-22
34,VIXW231122C00070000,2023-10-27 16:43:44+00:00,70.0,0.11,0.0,0.0,-0.040000007,-26.666672,15.0,100.0,0.500005,False,REGULAR,USD,2023-11-22
35,VIXW231122C00075000,2023-10-19 14:23:46+00:00,75.0,0.15,0.0,0.0,0.0,0.0,33.0,33.0,0.500005,False,REGULAR,USD,2023-11-22
36,VIXW231122C00080000,2023-10-27 16:43:44+00:00,80.0,0.07,0.0,0.0,-0.080000006,-53.333336,15.0,114.0,0.500005,False,REGULAR,USD,2023-11-22
37,VIXW231122C00085000,2023-10-20 14:25:05+00:00,85.0,0.19,0.0,0.0,0.0,0.0,5.0,5.0,0.500005,False,REGULAR,USD,2023-11-22
38,VIXW231122C00090000,2023-10-26 14:40:38+00:00,90.0,0.1,0.0,0.0,0.0,0.0,1.0,201.0,0.500005,False,REGULAR,USD,2023-11-22
39,VIXW231122C00100000,2023-10-25 18:15:31+00:00,100.0,0.05,0.0,0.0,0.0,0.0,17.0,57.0,0.500005,False,REGULAR,USD,2023-11-22
0,VIXW231122P00012000,2023-10-25 20:09:16+00:00,12.0,0.02,0.0,0.0,0.02,,,20.0,0.500005,False,REGULAR,USD,2023-11-22
1,VIXW231122P00013000,2023-10-18 18:25:10+00:00,13.0,0.04,0.0,0.0,0.0,0.0,,10.0,0.500005,False,REGULAR,USD,2023-11-22
2,VIXW231122P00014000,2023-10-27 14:23:34+00:00,14.0,0.02,0.0,0.0,-0.05,-71.42857,1.0,118.0,0.500005,False,REGULAR,USD,2023-11-22
3,VIXW231122P00014500,2023-10-27 13:30:14+00:00,14.5,0.02,0.0,0.0,0.02,,1.0,20.0,0.2500075,False,REGULAR,USD,2023-11-22
4,VIXW231122P00015000,2023-10-25 17:31:47+00:00,15.0,0.1,0.0,0.0,0.0,0.0,16.0,40.0,0.2500075,False,REGULAR,USD,2023-11-22
